,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36
VMRC-RCZ,3.0910563,106.761086,53.695328,-6.2776976,63.309433,64.776794,-86.93024,-46.028564,42.46498,-77.00272,-59.97509,-19.101778,55.03999,76.704414,84.35044,-71.86488,58.702126,59.416668,6.760222,-118.20206,36.31978,23.895088,-23.177792,-9.32108,-66.42406,-70.5043,-99.34361,97.456726,0.3571245,27.318977,23.091087,-25.33983,-5.579509,-74.475945,-117.2527,-77.89569,-16.275541
KCI-MOH1,-9.85365,86.335526,105.93817,-25.06971,48.201588,33.01024,-96.61969,-110.76079,107.79235,-72.94063,-162.71825,-28.07884,3.8675025,99.12321,98.56721,-92.003105,25.060497,45.02637,69.46877,-146.02985,18.173332,104.73412,-43.928852,-50.52912,-113.29236,-68.87581,-87.52623,115.68951,96.611565,83.792786,-14.514094,-40.42092,0.14477718,-84.249374,-69.9165,-22.47045,8.505717
NCI-H2110,-22.094053,59.11549,58.832367,-31.769331,4.406692,-11.154817,-57.422215,-104.17624,68.36586,-58.200615,-166.88776,-27.44906,2.967901,54.22432,70.23471,-30.977781,22.03957,33.798855,79.656044,-93.749756,-16.11054,95.173325,-54.150166,-41.002144,-76.254005,-43.63631,-66.80519,109.9127,54.19969,65.18176,-9.002468,-22.688478,4.253651,-30.198023,-31.229298,-3.1295476,14.629764
Panc 02.03,-19.673489,65.380196,95.79147,-25.214819,32.444862,14.6299715,-76.17853,-101.65865,116.87159,-52.8642,-170.22359,-9.4641905,-5.0784254,90.79105,80.05519,-78.385376,16.008364,42.638557,68.35343,-128.13959,8.514717,98.80545,-35.635452,-36.67117,-109.396965,-53.175858,-68.50247,108.67019,102.29004,89.77754,-16.321413,-46.062714,-6.9121084,-66.15824,-51.041702,-9.194137,22.288609
NCI-H1573,-19.39243,64.43771,74.90704,-56.233864,17.676943,-13.907084,-67.286125,-127.79273,97.390015,-68.59547,-190.50275,-43.10494,6.2167516,65.01275,73.81426,-58.04755,-4.587155,47.34863,87.60963,-109.72257,-3.159463,118.33388,-57.8796,-60.989002,-91.59307,-45.34515,-75.13051,121.58157,91.9585,86.9743,-14.586084,-13.312498,10.7748375,-39.348328,-21.932892,3.2153387,12.9032545
NCI-H2066,-5.8924184,62.750298,-0.5228756,-90.10247,54.543633,-53.956947,-39.02428,-22.925655,15.905986,-84.21485,-81.37814,-40.059258,67.54528,13.4635,10.181527,-21.843311,-122.67369,43.36247,-29.393583,-17.165466,52.556553,41.113216,-61.271526,-84.60395,-3.8843815,-59.698296,-79.49241,61.87559,55.81274,55.949654,74.60141,88.719315,58.228264,-36.701984,-51.934788,-97.13414,-51.685
T1-73,154.25136,256.28748,229.93178,-30.921469,243.31544,231.35938,-279.38022,-9.299602,11.806561,-226.48875,86.90318,-76.89876,123.01288,166.54558,249.85286,-233.72299,128.79771,52.98079,-78.41659,-300.46255,205.45186,22.130718,-95.78195,-60.48603,-193.93417,-250.6221,-235.39122,114.76774,53.396355,-23.956026,60.70227,-87.414116,5.2109814,-287.62854,-329.77255,-285.05276,-163.62492
EHEB,23.45205,226.34132,-153.57072,-64.58883,337.76993,136.10408,-244.37376,-1.8543297,-61.026104,-376.01315,132.10384,-169.36603,309.72983,348.4213,-20.3834,-355.28036,-445.2286,97.414116,-249.12465,-85.28996,377.83246,362.26678,-128.15399,-252.53838,-92.298294,-217.19682,-230.9729,240.4782,296.21332,23.356205,7.622122,292.26712,290.80325,-197.37532,-92.03524,-293.681,-346.594
IGROV-1,8.289102,100.515305,55.52438,-48.211323,66.71414,33.73235,-90.38721,-96.17849,71.212425,-92.12537,-117.304054,-52.182327,63.30276,83.36405,73.54592,-88.520386,6.644225,71.95369,22.44623,-127.710175,46.359795,74.77974,-44.64154,-56.094124,-85.385506,-69.88018,-99.141266,121.38843,58.31829,60.658592,24.287535,-1.6589794,26.984558,-67.62924,-90.93257,-61.889908,-14.388352
COV504,35.772713,117.85363,109.19625,-20.91268,98.75181,74.39553,-123.80923,-48.27345,63.669456,-79.90255,-58.15887,-27.95049,38.20903,92.76346,110.17393,-106.78973,53.043026,60.464626,-5.4689045,-154.91107,71.42216,30.337198,-26.951908,-22.598532,-109.96491,-97.85592,-110.35638,77.14959,50.29699,42.410843,19.454237,-50.02389,-11.304622,-128.43034,-146.04048,-106.257996,-33.31797
JHH-1,2.4923053,98.44805,84.4242,-30.924208,48.04069,48.148964,-95.80167,-111.21531,85.90122,-96.61869,-139.32437,-42.244083,34.86073,96.77065,89.81892,-88.292336,27.85139,59.30793,39.944065,-143.71161,19.004276,100.08805,-43.245358,-55.674698,-93.614784,-69.26834,-95.88415,139.09796,66.06521,58.01921,-9.308533,-29.151525,11.997802,-69.793976,-76.535515,-36.694027,4.6941557
SNU-213,-23.331861,105.47177,132.4591,-38.264206,54.03436,30.123327,-121.45756,-148.79994,157.10953,-78.18567,-233.66432,-28.537584,5.3161335,127.7337,122.46332,-114.390854,41.97596,70.16694,83.8014,-188.7222,20.99903,132.14485,-49.178066,-53.177776,-158.00623,-78.85005,-106.76675,155.8516,132.4503,117.28207,-12.850575,-63.92754,-6.175804,-100.236786,-88.76539,-26.175886,28.874157
UOK101,15.966511,118.744156,69.23626,-3.1050591,75.92567,81.653305,-100.35567,-36.761333,25.197632,-81.429825,-43.530994,-20.973667,57.76378,81.92603,90.67915,-88.515305,66.37441,54.44445,-11.4872055,-132.86494,49.540485,13.307119,-18.674364,-12.572066,-70.86726,-79.890335,-110.85284,89.88649,-5.0873256,12.274638,31.356915,-33.948315,-13.468749,-89.30423,-136.21294,-100.947556,-31.212997
U-178MG,100.22895,196.8483,154.9842,-25.01209,167.99611,149.92984,-195.77202,-11.686204,-5.2307568,-160.7471,38.209667,-58.38988,94.62434,122.4725,172.48099,-160.09824,80.96245,52.20703,-60.014454,-216.60954,141.29788,8.937898,-58.162056,-41.68061,-128.27661,-176.52844,-184.72032,87.27805,18.629412,-11.818641,65.40037,-50.19185,-1.8442891,-198.35172,-246.51685,-215.02055,-125.42087
RERF-LC-Ad1,-26.232584,93.06935,95.339134,-33.051163,43.222507,19.242598,-101.17905,-114.75377,97.743126,-70.306526,-186.30464,-36.679066,22.30169,93.594505,101.6483,-78.58857,45.961975,61.240986,74.3685,-150.42009,19.106222,103.24141,-58.257614,-43.0908,-127.191444,-70.58897,-110.96706,134.03986,72.93852,93.6771,8.93081,-41.343765,-1.9771146,-71.21429,-77.34807,-41.597565,6.478083
A101D,15.173701,136.92732,93.46975,-32.214718,76.55253,41.930965,-96.42012,-4.427055,-4.103161,-73.8429,-21.391382,-35.562313,66.603966,49.403084,84.70417,-102.70188,-10.496467,74.47408,-62.667156,-134.78859,62.625973,-20.25163,-12.334523,-12.336624,-64.23089,-71.34359,-106.35692,45.077503,3.1149194,-31.45247,71.6839,-4.4004793,-17.634615,-91.92577,-124.8717,-106.156906,-74.953575
SK-MM-2,14.837896,129.79765,-128.66039,-44.276466,189.77101,54.652885,-131.85062,11.510667,-69.01322,-214.93758,96.994545,-101.275764,180.27704,180.78378,-21.872208,-165.51382,-280.53693,75.95832,-156.7172,-0.43053663,208.68892,198.42923,-85.4901,-150.86742,-21.708126,-130.41292,-139.61824,124.442055,162.35226,18.419271,24.06896,200.2182,168.7332,-112.67663,-46.877125,-200.69826,-214.77927
VMRC-LCP,-20.843758,68.96477,88.65485,-34.135094,2.0535011,-13.333289,-66.218765,-121.651985,88.62786,-63.44897,-193.44467,-28.69491,-6.8665605,75.81726,90.15487,-45.447704,31.479792,33.089653,83.84887,-129.62488,-24.120733,110.100746,-50.547657,-42.603554,-93.43899,-51.03644,-68.54094,130.74844,71.53842,59.394836,-21.116575,-47.26612,-3.3832994,-43.697186,-39.501415,11.856626,21.053085
Calu-3,-23.906721,89.58754,91.90144,-37.63394,40.64261,15.089087,-95.05883,-130.04712,124.96536,-86.68416,-192.96204,-32.530148,14.519453,107.13605,98.43229,-89.62338,10.5232115,52.24987,71.69451,-142.62344,15.755883,126.50843,-52.894344,-57.284855,-114.58345,-66.77676,-87.21574,141.24901,106.22613,96.037926,-16.634642,-27.347452,16.189676,-76.09451,-60.292496,-15.170502,15.979701
Hs 737.T,160.92398,268.39175,246.09615,-33.266525,245.31389,238.39417,-289.48825,-17.943888,9.867069,-231.11536,79.9936,-81.80722,125.13502,169.02719,264.64798,-240.34053,146.6825,57.326267,-74.664925,-318.153,205.41006,18.455948,-97.59257,-59.29824,-205.0955,-256.69055,-247.13478,122.094055,46.77825,-21.414581,67.882225,-97.40641,-1.8272156,-294.1146,-347.15347,-292.11212,-164.97523
MCAS,-12.188848,90.35547,126.54715,-31.92245,53.469746,18.835138,-98.96979,-124.73571,153.09175,-68.61525,-178.29002,-8.174857,6.1103997,125.992165,105.15231,-116.93611,16.257807,45.4072,64.18528,-160.93831,23.701342,117.781105,-37.08,-45.310352,-139.2767,-74.99738,-69.58598,137.44525,148.83907,93.746185,-29.529768,-63.816544,5.967287,-105.82971,-81.079315,2.1079998,30.27712
ALL-SIL,2.952023,175.99524,-244.4414,-15.6680155,266.83908,62.6441,-193.31693,31.491005,-126.60984,-265.03854,208.04584,-136.36182,235.83572,270.59134,-49.43347,-190.8794,-413.19556,119.41704,-250.83476,53.055565,261.3765,260.90982,-94.65791,-160.05273,-18.279564,-158.78658,-165.39684,123.13382,187.74597,-16.06598,-19.500235,264.3708,225.9657,-171.9982,-42.89603,-275.26627,-305.9888
MOLT-13,27.171144,205.3683,-260.36084,-31.846884,297.5378,67.71383,-224.9196,13.080766,-119.07561,-291.85236,197.93153,-167.88005,265.1735,294.15622,-39.37779,-212.61877,-442.94763,132.81339,-242.3925,48.76642,296.29428,289.57483,-120.08174,-183.7409,-41.411934,-188.11351,-195.0327,149.93724,219.02098,4.812878,-26.180725,295.1782,257.60184,-196.1912,-62.68925,-296.81757,-332.4487
JHH-7,-31.047808,138.19644,-11.843721,-46.49599,112.29763,-20.358475,-99.78698,-67.04778,88.98855,-149.56526,-97.787285,-84.68286,110.40675,65.106544,93.5413,-113.6652,-68.73627,125.51728,-7.851343,-111.51844,64.388054,116.898186,-58.12991,-91.274185,-40.972355,-89.16734,-101.85536,154.65195,104.09249,34.205322,29.342747,110.34432,90.67598,-94.55548,-89.1168,-79.295235,-55.317955
NCI-H2452,35.603977,110.03798,87.821884,-14.355198,96.40024,73.79326,-114.931015,-23.430702,35.95373,-78.77813,-29.756107,-21.861368,38.885963,75.26121,102.68151,-94.39181,47.10476,61.914417,-14.506562,-135.786,69.445694,9.662497,-20.47728,-13.274633,-85.403366,-94.176735,-102.10294,56.420425,29.022612,25.056322,32.472763,-38.25103,-12.671318,-117.70803,-144.1245,-114.5547,-43.951523
SNU-C4,-17.074854,133.76172,39.856503,-95.93942,113.95628,-2.5238256,-161.92871,-184.25725,121.97094,-159.93658,-191.04356,-125.87216,82.263374,137.89835,105.91223,-144.24895,-76.35498,105.6425,26.40693,-150.63191,94.47243,206.69966,-102.852806,-138.73523,-139.15167,-100.851166,-136.60915,186.97118,166.37769,131.04378,9.575561,68.04988,91.48148,-110.56326,-67.74169,-79.80057,-62.388336
SaOS-2,56.90852,113.839424,78.573685,-32.008263,102.757996,68.67421,-107.037186,2.0987887,0.35392633,-105.703705,9.515599,-34.502472,59.678013,63.311935,95.327705,-79.056046,19.073313,48.939175,-33.7278,-116.753876,82.61653,1.2654316,-43.006897,-31.019604,-58.921032,-114.608894,-113.44096,49.16723,12.278558,2.1392624,56.24851,-14.421062,6.1426797,-117.33829,-158.26935,-135.79321,-78.23959
RVH-421,24.333656,160.47571,99.88179,-42.69772,75.239876,39.35908,-98.11429,-8.469664,-9.07251,-80.61638,-38.969414,-52.720165,81.75221,45.004337,80.51209,-113.23061,-27.879929,93.3266,-70.227486,-144.21461,65.19506,-19.764055,-15.209847,-14.763358,-73.47462,-68.54494,-117.37977,56.132915,6.650534,-43.465645,83.16428,-0.21794006,-16.530867,-84.177605,-128.06491,-108.216576,-83.62994
KYSE-140,-35.798332,50.103203,60.52862,-61.691315,-15.239587,-81.901535,-45.184155,-119.71185,98.93493,-48.134945,-206.35007,-29.10095,-12.716317,38.340206,78.990395,-12.001943,16.078745,74.22927,54.832535,-95.95388,-31.734884,91.493454,-45.85179,-38.768677,-78.647,-32.949825,-50.226246,133.24419,70.11037,57.736195,-1.4443274,-44.923225,-3.9294338,-25.28168,-36.308964,19.400808,38.167896
CPC-N,14.625964,59.363663,-38.50501,-107.320656,74.808815,-54.104374,-35.04182,7.3239074,-37.519283,-117.400154,-31.416483,-45.20521,97.54289,25.206589,-26.364717,-26.138636,-193.53311,32.481354,-68.71326,15.9008665,92.94301,56.23397,-77.84521,-118.50944,21.096603,-79.595764,-100.53863,59.92481,69.347115,53.025986,96.87558,125.23731,89.92943,-38.260685,-47.012337,-133.98589,-98.01725
HCT 116,-12.872516,47.005196,42.3445,-46.86561,26.979082,-16.897156,-45.7652,-66.04492,68.97087,-54.152946,-115.02026,-26.467363,20.952671,45.55525,43.23532,-47.488495,-26.026184,55.887913,28.206335,-76.736824,17.409548,66.14345,-37.16935,-45.23163,-56.963745,-40.863056,-55.10505,83.81759,65.8912,59.28926,19.545979,0.51740515,13.350261,-35.91141,-41.88644,-25.50584,-2.2523358
GP2d,324.63028,1032.788,286.9286,-1026.5033,1059.2332,-91.60032,-1073.7083,-994.51996,582.46356,-1077.9592,-822.10284,-1113.114,1041.49,917.9493,626.85254,-1186.2759,-841.6447,838.0538,-169.65973,-1044.9944,1137.9214,1074.1046,-851.7744,-1050.6095,-1038.4253,-880.1752,-1150.4181,1088.2399,1044.7928,689.6603,605.45953,692.2505,880.85583,-851.3525,-806.74225,-927.80914,-790.6796
TE-8,28.458385,107.113716,108.539925,-36.50706,57.860806,36.96039,-100.3439,-66.51682,54.413315,-83.4376,-101.40863,-29.765411,26.121374,66.53825,116.30224,-69.51385,66.03649,58.552723,16.257765,-154.556,30.699385,32.295525,-37.988644,-25.247007,-93.7683,-88.98267,-102.34839,101.0745,26.719797,29.589766,28.105183,-59.350243,-18.221294,-94.380745,-134.17128,-78.09676,-15.65489
ME-1 [Human leukemia],65.61748,271.3573,-212.49928,-0.0038602187,336.42252,177.25905,-289.6831,-23.050198,-140.62436,-342.65918,210.50296,-200.32545,290.50226,346.89468,-2.3956876,-317.5704,-408.82257,112.73884,-251.74683,-47.568207,330.86438,314.95572,-132.7456,-235.11145,-49.341473,-219.4846,-218.99294,201.96121,226.63011,-33.399612,-28.810173,306.08496,280.5201,-260.42105,-104.65587,-327.4714,-369.79282
SW1088,71.42361,154.8796,128.67082,-19.900879,134.45973,113.27648,-155.5437,-7.577099,-0.4744952,-123.302376,19.988607,-43.5512,70.12514,91.172325,139.00557,-122.21671,66.79149,46.42333,-46.173714,-176.75229,108.27593,-2.7387323,-43.202633,-28.963015,-99.99074,-140.99625,-148.82364,63.09053,5.0379186,-5.423208,58.729107,-42.834103,-7.245104,-160.26103,-200.74945,-170.91992,-93.799545
NCI-H1155,19.076977,55.765503,-0.28226212,-114.13686,60.550434,-63.580147,-29.489698,-0.57212454,-10.557689,-87.20721,-61.46293,-42.69734,76.03389,4.8230953,-6.4652834,-13.202039,-146.16321,35.606876,-42.88937,-6.031592,73.30872,18.56581,-71.42498,-96.24164,2.4163296,-71.75091,-98.12184,40.94756,41.993843,59.3974,107.000046,90.26823,60.40943,-34.26082,-62.994453,-128.12012,-71.69673
SK-CO-1,-16.641996,107.14804,74.0153,-73.25741,73.7038,-2.458919,-132.58621,-174.1846,139.24889,-123.1091,-211.77332,-79.26948,28.555435,120.352104,108.203186,-116.41779,-32.615623,81.57676,60.849766,-147.27315,48.656033,180.91545,-80.88578,-106.45233,-132.70668,-83.19565,-108.35837,168.95895,157.90182,132.25407,-15.460062,15.02723,50.54117,-96.22758,-57.59861,-36.930927,-18.606264
EB1,49.738235,224.17747,-189.89677,-92.61091,367.0432,108.26475,-243.3853,23.34991,-78.75926,-411.01288,171.53058,-187.56717,345.01553,343.69785,-43.119694,-346.2466,-513.2596,113.76827,-248.67368,-30.195955,426.6436,395.734,-157.82089,-278.92114,-99.81907,-253.18149,-246.33871,255.31796,352.67136,46.41671,13.419872,325.65338,339.36493,-200.20183,-97.60315,-302.0822,-373.3192
HEC-1-A,-2.1950617,91.694275,66.32998,-65.97275,56.08426,3.958357,-90.74635,-128.64798,121.974304,-86.96216,-176.22427,-56.005634,50.68285,95.08058,79.01812,-90.49167,-1.7129776,84.40893,58.39587,-130.55348,38.164593,112.516525,-60.88073,-68.02234,-113.198784,-67.2152,-101.28643,148.32053,103.65852,101.231804,11.686058,-7.7146783,29.524708,-63.16656,-71.78909,-34.360786,4.8668175
SU-DHL-5,53.49709,192.47331,-173.43497,-112.63469,328.61996,61.681274,-204.36853,28.745964,-57.112953,-374.58673,137.1485,-174.93445,321.9172,290.5623,-37.95039,-296.11615,-483.08368,111.42428,-199.78519,-14.306044,390.6248,354.574,-161.65987,-260.02982,-96.847694,-239.86122,-225.85678,235.75078,331.1987,66.166336,33.46177,299.62244,317.52588,-164.8106,-96.63416,-263.98923,-332.01688
NCI-H1650,-5.9028125,83.210205,112.293144,-29.475065,16.21467,14.55842,-84.83577,-124.69499,103.71952,-59.674393,-196.57951,-22.98034,-6.4076552,84.33015,103.01798,-61.063885,64.52892,54.060932,80.98575,-155.56866,-12.778984,91.38261,-36.467,-33.24085,-113.185814,-58.595036,-84.11287,128.67374,70.13465,75.49559,-12.814662,-70.08705,-20.328613,-62.957794,-76.800385,-9.033097,31.659792
COLO 792,11.295786,137.74075,55.847736,-47.923416,48.815163,10.752348,-64.16398,-20.237984,-12.76039,-67.381355,-49.91062,-58.318733,79.9928,31.369473,40.982105,-89.1416,-73.0625,95.052505,-72.14467,-102.6934,42.26638,-8.507422,-11.975464,-23.100912,-46.00944,-38.503014,-91.22572,52.64542,10.264663,-45.455185,75.38733,28.768204,-2.124838,-44.26621,-81.359924,-83.33345,-77.007095
KO52,69.37701,270.73703,-247.86755,3.3954477,339.31995,155.29628,-278.2412,-4.8068967,-135.48999,-339.91574,213.56651,-204.1191,303.4019,339.00696,-14.201117,-308.40475,-424.30252,132.89111,-252.56543,-17.512741,337.0675,321.79782,-136.58328,-220.97513,-42.540504,-221.5472,-218.32327,200.7899,243.5287,-27.485014,-34.19937,326.59152,290.3385,-245.40813,-93.93196,-327.0507,-369.63925
SW1710,16.450426,123.703964,71.74287,-11.192072,73.77665,74.877205,-103.90118,-52.0825,41.18886,-82.71341,-68.98567,-25.896671,58.956745,81.840744,102.25936,-79.081985,80.72099,63.620277,7.529648,-138.4094,44.588467,19.161283,-27.890926,-7.905542,-84.69609,-85.587975,-120.23034,103.06787,-1.0221272,30.071259,31.380028,-41.85432,-12.898757,-89.75744,-142.59846,-96.715004,-17.571358
QGP-1,1.1960098,63.299572,29.854235,-116.09964,38.45644,-68.3698,-47.42176,-67.76384,24.611998,-91.527824,-144.05473,-48.068253,54.264633,14.493756,18.299952,-9.430334,-115.76288,24.082329,8.16753,-30.61993,39.541157,64.59214,-84.25726,-109.28589,-29.958378,-62.43689,-105.03326,86.0654,66.12347,96.90652,72.755424,69.89005,56.782406,-29.38348,-45.010887,-90.117905,-38.277092
HCC1187,26.801449,96.19018,62.816074,-43.98068,49.766598,12.103586,-83.617836,-81.40837,52.364304,-106.90052,-94.095215,-48.856503,32.543938,71.72194,84.358986,-56.145092,-32.72184,26.353558,30.25189,-104.29035,32.53863,95.86862,-72.915504,-54.833393,-72.7381,-84.38696,-73.622375,100.73527,73.06525,33.962597,-3.9271417,3.145741,42.090477,-75.86082,-71.87058,-47.37182,-43.123047
JURL-MK1,25.35614,165.59573,-132.56389,-15.050222,199.2735,68.70711,-161.5281,10.022637,-106.64628,-210.88393,121.429756,-116.7664,187.07971,187.16522,-15.187369,-186.64905,-263.38556,85.47367,-174.43683,-5.809349,205.85681,184.86307,-86.23167,-147.36014,-8.444489,-139.39896,-145.9567,122.770874,138.75298,-23.372564,21.44668,207.86925,170.89569,-150.98114,-56.215637,-205.73854,-229.88022
COR-L24,22.822422,67.46344,-13.7289505,-129.14708,62.161026,-73.51998,-40.06713,-17.32956,-19.810944,-108.675804,-82.526985,-52.02997,87.59561,7.5000896,-9.372425,-3.191756,-169.92455,34.647198,-39.16446,3.7698715,77.35861,43.602768,-90.752815,-116.71871,6.1809983,-81.80216,-112.78588,66.265015,55.056557,73.9397,109.217064,110.568954,79.887215,-37.309402,-64.299065,-138.72366,-78.24845
